0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 
0.000051 -0.000000 -0.000394 
0.000154 -0.000000 -0.000394 
0.000256 -0.000000 -0.000394 
0.000461 -0.000000 -0.000394 
0.000666 -0.000000 -0.000394 
0.000871 -0.000000 -0.000394 
0.001076 -0.000000 -0.000394 
0.001383 -0.000001 -0.000394 
0.001690 -0.000001 -0.000394 
0.001998 -0.000001 -0.000394 
0.002408 -0.000001 -0.000394 
0.002817 -0.000001 -0.000394 
0.003227 -0.000001 -0.000394 
0.003586 -0.000001 0.000000 
0.004098 -0.000001 0.000000 
0.004610 -0.000001 0.000000 
0.005122 -0.000001 0.000000 
0.005686 -0.000001 0.000394 
0.006249 -0.000001 0.000000 
0.006864 -0.000001 0.000000 
0.007581 -0.000001 0.000000 
0.008298 -0.000001 0.000000 
0.009016 -0.000001 0.000000 
0.009784 -0.000001 0.000394 
0.010552 -0.000001 0.000000 
0.011372 -0.000001 0.000000 
0.012192 -0.000001 0.000000 
0.013114 -0.000001 0.000000 
0.013984 -0.000001 0.000394 
0.014855 -0.000000 0.000000 
0.015880 -0.000000 0.000000 
0.016904 -0.000000 0.000000 
0.017929 -0.000000 0.000000 
0.018953 -0.000000 0.000000 
0.020080 -0.000000 0.000000 
0.021207 -0.000000 0.000000 
0.022283 -0.000000 0.000394 
0.023461 -0.000000 0.000000 
0.024690 -0.000000 0.000000 
0.025920 -0.000000 0.000000 
0.027149 -0.000000 0.000000 
0.028481 -0.000000 0.000000 
0.029813 -0.000000 0.000000 
0.031196 0.000000 0.000394 
0.032579 0.000001 0.000000 
0.034013 0.000001 0.000000 
0.035396 0.000001 0.000394 
0.036882 0.000001 0.000000 
0.038419 0.000001 0.000000 
0.039853 0.000001 0.000000 
0.041492 0.000001 0.000000 
0.043131 0.000001 0.000000 
0.044668 0.000001 0.000000 
0.046410 0.000001 0.000000 
0.048049 0.000001 0.000000 
0.049791 0.000001 0.000000 
0.051532 0.000001 0.000000 
0.053274 0.000001 0.000000 
0.055118 0.000001 0.000000 
0.056860 0.000001 0.000000 
0.058806 0.000001 0.000000 
0.060650 0.000001 0.000000 
0.062597 0.000001 0.000000 
0.064595 0.000001 0.000394 
0.066592 0.000002 0.000000 
0.068590 0.000002 0.000394 
0.070588 0.000003 0.000000 
0.072688 0.000003 0.000394 
0.074788 0.000003 0.000000 
0.076889 0.000004 0.000394 
0.079091 0.000004 0.000000 
0.081294 0.000005 0.000394 
0.083497 0.000005 0.000000 
0.085699 0.000005 -0.000394 
0.087953 0.000004 -0.000394 
0.090310 0.000003 -0.000394 
0.092564 0.000002 -0.000394 
0.095022 0.000001 -0.000394 
0.097379 0.000000 -0.000394 
0.099786 -0.000000 -0.000000 
